UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
hsu440122@yahoo.com.,hsu440122@yahoo.com.,2022-11-02T06:29:38.000Z,"hsu440122@yahoo.com.
@hsu44012222
·
2 Nov 2022這群人挺國產疫苗  謝陳時中「沒有忘掉我們這群少數人」
news.ltn.com.tw
這群人挺國產疫苗 謝陳時中「沒有忘掉我們這群少數人」 - 政治 - 自由時報電子報
民進黨台北市長候選人陳時中因為國產的高端疫苗，飽受國民黨、無黨籍政治人物不間斷的質疑跟批評，但也有一群身受藥物過敏困擾的民眾送上溫暖，哽咽感謝他「沒有忘掉我們這群少數人、沒有放棄我們」。陳時中競選團隊今（2）天公布這支「我們只是要一種選擇」的影片，影片是兩個有藥物過敏的女士現身說法，「弱勢不一定是金錢上的，就像選擇疫苗上，我們就是弱勢」，他們只是要一種選擇；他們說，沒有藥物過敏的人，無法理解...",,,
quark_TW,@quark0810,2022-11-02T06:14:23.000Z,"quark_TW
@quark0810
·
2 Nov 2022Replying to 
@northicewolf
這份民調有可能是從中天還有TVBS觀眾群做出來的，但是民調看的是趨勢，蔣萬安掉了3%，陳時中多了5%，後續對阿中是有利的。",,,
Spades Ace,@SpadesAceJack21,2022-11-02T06:01:04.000Z,"Spades Ace
@SpadesAceJack21
·
2 Nov 2022Replying to 
@moin
But...
陳時中民調掉了 是 黃33得利啊
如果DPP沒派人出來，我應該是投33..
有接觸過，跟柯文哲和萬安不一樣的風格，選民服務做很好...
我一開始就覺得DPP在台北市很難選...陳時中過來選是糟蹋陳時中
1",1,,
綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好,@koyehol567,2022-11-02T06:00:13.000Z,"綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好
@koyehol567
·
2 Nov 2022Replying to 
@TISAtoromi
1126 請投 12
陳時中
5
21",,5,21
長輩圖,@TISAtoromi,2022-11-02T05:57:51.000Z,"長輩圖
@TISAtoromi
·
2 Nov 2022推留言
「我也是少數人中的其中一位。謝謝衛福部，也感恩時中部長的堅持。如果有任何一位政治人物因為政治因素而犧牲，甚至漠視，踐踏少數民眾選擇疫苗的權益，那他(她)都是不適格的民意代表。」

https://youtu.be/CS5zmu0mfKY 
為每一個需要被照顧的生命努力，這是我的初衷，我義無反顧。——陳時中
youtube.com
我們只是要一種選擇
為每一個需要被照顧的生命努力，這是我的初衷，我義無反顧。——陳時中疫苗的目的，是用來保護人類的健康，不應該變成政治立場的攻擊。支持研發國產疫苗，讓少數人也有選擇的權利，也能擁有健康的生命，是陳時中作為醫生義無反顧的堅持。【溫柔的魄力。陳時中】系列影片：《我們只是要一種選擇》https://youtu.be/CS5...
1
11
40",1,11,40
綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好,@koyehol567,2022-11-02T05:57:26.000Z,"綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好
@koyehol567
·
2 Nov 2022蔣萬安的dna 
大家都知道的

蔣萬安害台灣無法參加IPAC？陳時中競總嗆「假萬安」：面對中國就軟掉 | 政治 | 三立新聞網 http://SETN.COM
setn.com
蔣萬安害台灣無法參加IPAC？陳時中競總嗆「假萬安」：面對中國就軟掉 | 政治 | 三立新聞網 SETN.COM
無黨籍立委林昶佐昨說，「對華政策跨國議會聯盟」（IPAC）想邀台灣成為會員國，需要主要政黨都加入，但國民黨立委蔣萬安、江啟臣卻拒絕導致破局。對此，民進黨台北市長候選人陳時中競選總部總幹事吳思瑤今（2）日痛批，「蔣萬安就是假萬安」，面對中國就軟掉、就轉彎。
1
2",1,,2
綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好,@koyehol567,2022-11-02T05:56:45.000Z,"綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好
@koyehol567
·
2 Nov 2022蔣萬安真的很噁心
選台北市長
立委不辭
還利用職權 抹黑 陳時中

有一天 你會下18層地獄
去見你的 假阿公

立院淪為公設刑堂？蔣萬安任召委 排會六成針對陳時中 - 政治 - 自由時報電子報
news.ltn.com.tw
立院淪為公設刑堂？蔣萬安任召委 排會六成針對陳時中 - 政治 - 自由時報電子報
民進黨台北市長候選人陳時中競選總幹事吳思瑤今（2）天公布立法院衛環委員會第10屆第2會期以來至目前第6會期的開會紀錄，時任召集委員的蔣萬安排案39天中，要求時任衛生福利部部長的陳時中到立法院備詢23天，針對性排案達60%，質疑蔣萬安將立法院淪為公設刑堂，國民黨集體濫用召委職權當選舉工具，自2020年就把國會當擂台，視陳時中為假想敵，為參選市長鋪路。從吳思瑤整理出來的資料中顯示，第10屆第2會...
1",,,1
綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好,@koyehol567,2022-11-02T05:46:57.000Z,"綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好
@koyehol567
·
2 Nov 2022沈富雄 其實你就講

不論那個民調
你都會說 結論就是 陳時中輸了

不用浪費時間找理由啊
n.yam.com
沈富雄：只要黃珊珊拿20％，蔣萬安就活了！ | yam News
政治中心／綜合報導（圖／翻攝TVBS 少康戰情室臉書）TVBS台北市長最新民調，國民黨候選人蔣萬安
1
1",1,,1
本森飛曜,@TsaoCB,2022-11-02T05:45:18.000Z,"本森飛曜
@TsaoCB
·
2 Nov 2022Replying to 
@law3737_law3737
 and 
@antikpltd2
影片中比較有趣的是後面那排人的動作、表情…
底下的人反正就是跟叫著
""丟"" ，""陳時中""
1
2",1,,2
台灣推新聞,@mytwnews,2022-11-02T05:21:34.000Z,"台灣推新聞
@mytwnews
·
2 Nov 2022陳時中團隊批蔣萬安  針對性排案把國會當側翼 - 中央通訊社
cna.com.tw
陳時中團隊批蔣萬安 針對性排案把國會當側翼 | 政治 | 中央社 CNA
台北市長選情漸熱，民進黨參選人陳時中競選團隊今天質疑，國民黨參選人蔣萬安及同黨立委擔任立院衛環委員會召委時，出現針對性排案狀況，鎖定攻擊陳時中，是把國會當成側翼。
1",,,1
側翼殺手,@shushu59040173,2022-11-02T05:20:27.000Z,"側翼殺手
@shushu59040173
·
2 Nov 2022@DrStrangeEthan
 
@duchengzhe
 
@XXXXGAY1069
其實我很想知道
周玉蔻 
一直造謠抹黑 亂講話
為什麼你們都沒有指責她？

支持陳時中就是支持周玉蔻
支持周玉蔻就是支持陳時中
光這樣 你們都還不會出聲
這不叫側翼 什麼叫側翼",,,
政論影音庫,@politalkvid_zh,2022-11-02T05:15:36.000Z,"政論影音庫
@politalkvid_zh
·
2 Nov 2022#鄉民大會 陳揮文細數高虹安缺點最不滿他這項黑歷史！喊話黃暐瀚別再支持！許信良提醒抗中保台是險招 陳時中選情起變化？【#鄉民大會】20221101字幕完整版 https...",,,
SUNNY TSAI,@SUNNYTSAI7,2022-11-02T05:08:06.000Z,"SUNNY TSAI
@SUNNYTSAI7
·
2 Nov 2022Replying to 
@hsu_minerva
他就只是烙印強化天龍人陳時中很爛，也不管你有沒關係，只要有媒體報導，它的目的就達到了。
4",,,4
相澤明和,@aizawaakito13,2022-11-02T05:01:18.000Z,"相澤明和
@aizawaakito13
·
2 Nov 2022如果，「蘇貞昌 陳時中 吳伯雄 石破茂 孫正義 辜寬敏」的效力其來源沒有依據 第1版本巴塞爾協定 與 西元1980年專利規則 做設制，則，本來應該就是，不具備效力，不具備價值，死亡無法成謂任何賭博籌碼積分，不應虛構籌碼積分詐賭，不論任何條件。
,n........ ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,",,,
高詩特,@hqvSpv2SoXIj4Zn,2022-11-02T04:36:35.000Z,"高詩特
@hqvSpv2SoXIj4Zn
·
2 Nov 2022高端自曝疫苗價格　國民黨團轟：替陳時中選舉解套
解套？那是有人設圈套囉，才需要解套，不是嗎？
國民黨吃了誠實包子嗎？不打自招，設圈套給人跳．選上市長的話，市民有跳不完的圈套囉．圈套卡脖子，自行負責．
2
16
159",2,16,159
Phoaⁿ lû-hān,@Phuann1,2022-11-02T04:27:30.000Z,"Phoaⁿ lû-hān
@Phuann1
·
2 Nov 2022Replying to 
@hsu_minerva
他就是放空間讓陰謀論去自己長出來
最後事實怎樣都無所謂
他要的是社會的負面討論跟聯想綁到陳時中身上
6",,,6
iamaliens,@iamaliens_Kang,2022-11-02T04:17:07.000Z,"iamaliens
@iamaliens_Kang
·
2 Nov 2022Replying to 
@kaifang365
假綠吧！中間選民不好說～深綠最好不會投陳時中啦！

讓黃 33 還是Ｏ萬安當選？賣鬧啊～
2",,,2
汴泥司,@leebenis,2022-11-02T04:15:15.000Z,"汴泥司
@leebenis
·
2 Nov 2022Replying to 
@antikpltd2
我覺得蔣（章）選到現在已經發現他會輸，所以連正義與邪惡勢力的對決都出口了~

台北已非陳黃趙時代的台北，陳時中會當選！",,,
MaximilianXCI,@Max_fromTaiwan,2022-11-02T03:55:57.000Z,"MaximilianXCI
@Max_fromTaiwan
·
2 Nov 2022Replying to 
@TC81963830
不是我樂不樂觀啊，你自己說說看，泛藍選票有可能分裂去投黃珊珊嗎？泛綠選票全部集中投陳時中，陳時中會當選嗎？結論不就是蔣萬安選上",,,
小時鳥鳥,@sjecxy,2022-11-02T03:33:55.000Z,"小時鳥鳥
@sjecxy
·
2 Nov 2022從沒參加過造勢晚會ㄉ我11/12要為了陳時中去一次ㄇ
3
128",3,,128
徐閉 ✌︎('ω'✌︎ ),@hsu_minerva,2022-11-02T03:23:40.000Z,"徐閉 ✌︎('ω'✌︎ )
@hsu_minerva
·
2 Nov 2022徐巧芯爆料民進黨五月有人跟內湖分局長吃飯，要連結到陳時中違規罰單事件？？

小姐，陳時中違規是 10/16 日，五個月前吃頓應酬飯也能扯到五個月後的交通違規（還已繳罰款）？？

這種腦子難怪研究所讀三間無法畢業，根本無法寫出合理的論文吧。
40
72
1,159",40,72,"1,159"
3a711127,@3a711127,2022-11-02T03:15:13.000Z,"3a711127
@3a711127
·
2 Nov 2022Replying to 
@EunHye912
對啊，記得選陳時中，他會到現場一起被踩死，我最洗番，作秀就是要做好做滿，學學我們颱風淹水就是要坐雲豹裝甲車去現場勘災的ㄘㄨㄚˋ英文才是有慰勞市民， 看到EE來現場我就濕了，我們果然是牠心裡最軟的那一塊。
1",,,1
碎念的中年大叔,@Hoganyuan,2022-11-02T03:12:37.000Z,"碎念的中年大叔
@Hoganyuan
·
2 Nov 2022這次選舉看到現在我真的覺得一堆第一線的醫生或是護理師都支持陳時中，支持郭萬安跟33都是些怪咖，不然就是些魯蛇
這麼明顯的狀況，為什麼還有人會繼續跟著那些傻蛋討厭陳時中？
1",,,1
冰山小企鵝,@YaleChen2020,2022-11-02T03:02:46.000Z,"冰山小企鵝
@YaleChen2020
·
2 Nov 2022#反情報操作 - 提供真相

蔣萬安的三個抹黑，是選舉的主軸。提供必要資料以拆解假的正邪對立的舞台。

1. 萬華破口：2021年6月11日石崇良回答國民黨立委羅明才用破口提問時講的，隔天陳時中已道歉，反而是媒體及各政黨為了攻擊疫情指揮中心利益一直提一直揭傷疤。
1
1
4",1,1,4
SummerTime,@joyce_run,2022-11-02T03:00:54.000Z,"SummerTime
@joyce_run
·
2 Nov 2022Replying to 
@antikpltd2
所以他的競選主軸就是打倒陳時中...
1",,,1
三立LIVE新聞,@setlivenews,2022-11-02T03:00:01.000Z,"三立LIVE新聞
@setlivenews
·
2 Nov 2022【台北時中12小時 完整版】從早安道晚安! 陳時中台北走透透 從寧夏夜市到河濱遛狗再到獨立書店 市民的需要 阿中看的到
https://youtu.be/I1x7CbE-rPY
https://youtu.be/Bqbv6LzK3zM
1
1",,1,1
真好嚎,@CH_Tseng_46,2022-11-02T02:59:59.000Z,"真好嚎
@CH_Tseng_46
·
2 Nov 2022Replying to 
@DrStrangeEthan
沒用啦~對許多藍白支持者而言，陳時中謀財害命!蔡英文護高端檔疫苗!寧願相信中共也不信民進黨!",,,
far-distance,@fardistancetw,2022-11-02T02:49:19.000Z,"far-distance
@fardistancetw
·
2 Nov 2022#陳時中
1",,,1
綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好,@koyehol567,2022-11-02T02:40:50.000Z,"綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好
@koyehol567
·
2 Nov 2022？？？改善也不行

外送族不要投姍姍喔
姍姍來遲

陳時中提外送平台計價改善 黃珊珊：不要干涉市場經濟
tw.news.yahoo.com
陳時中提外送平台計價改善 黃珊珊：不要干涉市場經濟
記者梁少珊/台北報導 民進黨台北市長候選人陳時中近日提出外送平台計價改善，並由政府居中協調，價格、合約透明化讓 […]
2",,,2
FelixChang 台灣獨立建國志願軍,@FelixCh29980680,2022-11-02T01:59:28.000Z,"FelixChang 台灣獨立建國志願軍
@FelixCh29980680
·
2 Nov 2022陳時中功勞苦勞都有的一個好人，竟被這種偽造身世的咖小壓著打，其競選團隊可說是史上最無能的團隊。
玫瑰柯黑瓣 AKA 柯黑興業/ Koa-o͘ heng-gia̍p
@antikpltd2
·
1 Nov 2022
#萬安 4把 #陳時中 當成 #殺父仇人
這選法快算4 #仇恨選舉
#蔣萬安 #台北市長選舉
3
1
31",3,1,31
阿中,@yanzhonghuang3,2022-11-02T01:46:00.000Z,"阿中
@yanzhonghuang3
·
2 Nov 2022Replying to 
@HouseChen1985
, 
@BDragonTJB
 and 
@DrStrangeEthan
難道要像陳時中一樣吃泡麵旁邊放一雙完全沒碰過的筷子拍照比較專業是不是
2",2,,
1005。馬 x 克,@max_12905,2022-11-02T01:44:00.000Z,"1005。馬 x 克
@max_12905
·
2 Nov 2022Replying to 
@antikpltd2
陳時中最該死的是沒有引進科興疫苗，然後採取疫苗實名制，讓這些人去登記！
1
2",,1,2
人生如夢,@RSRM3841s,2022-11-02T01:38:43.000Z,"人生如夢
@RSRM3841s
·
2 Nov 2022居然能全身而退，這就算了，他居然還能去北京當二號？如果今天陳時中被蔡英文指定成接班人，怕不是兩岸三地都能被震驚到吧？台灣就先不說了，陸媒港媒怕不是照三餐痛罵吧？怎麼共產黨幹的事比民進黨還扯呢
2
1",2,,1
綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好,@koyehol567,2022-11-02T01:35:38.000Z,"綠營死忠支持者生涯 已經結束 。改當隱形側翼，請原諒我 這樣我的心情才會好
@koyehol567
·
2 Nov 2022Replying to 
@kaifang365
通常遇到這種人

我都說 我深藍 投陳時中

他就走了
14",,,14
人生如夢,@RSRM3841s,2022-11-02T01:35:23.000Z,"人生如夢
@RSRM3841s
·
2 Nov 2022要我說的話，這次二十大最讓人震驚的大概有兩件事，第一個就是中共居然上下沒有任何人覺得「江山就是人民，打江山，守江山」這句話到底有多糟糕。不過這也就算了，第二個則是李強居然能上位成為二號，要知道陳時中他也搞砸了防疫 但他可沒篤定當選台北市長，甚至也不太可能進總統府，但把上海搞砸的人
3
5",3,,5
Seant,@seantseant28,2022-11-02T01:30:21.000Z,"Seant
@seantseant28
·
2 Nov 2022Replying to 
@emilychen458
今天是誰讓?萬安可以無風無搖身體健壯的在這裡大放厥詞!今天是誰讓你可以在這防疫年代還可以當上三寶爸?
沒有陳時中的防疫團隊替我們把關,你恐怕得站上是告別式而不是造勢舞台!
18",,,18
patrick,@patrick32100520,2022-11-02T01:28:37.000Z,"patrick
@patrick32100520
·
2 Nov 2022教訓擺爛8年的柯文哲，就是投給陳時中，讓台北市再次發光。
王語萱
@Lelechen945
·
2 Nov 2022
票投陳時中，教訓柯文哲",,,
Andy,@Andy73223634,2022-11-02T01:28:11.000Z,"Andy
@Andy73223634
·
2 Nov 2022Replying to 
@Lelechen945
不宜用藍黨爛招
應宣傳陳時中哪裡做得好以及其優勢
5",,,5
Koby 坂本晉作,@KobySakamoto,2022-11-02T01:14:45.000Z,"Koby 坂本晉作
@KobySakamoto
·
2 Nov 2022梨泰院就是大巨蛋啦
你得選一個像陳時中這樣、面對現實負責做事的市長
不然是會死人的
不但會死、還會聽到柯文哲這種「你要為自己行動負責」的幹話王來說風涼話
4
5
109",4,5,109
MGdesigner,@MGdesigner,2022-11-02T01:13:15.000Z,"MGdesigner
@MGdesigner
·
2 Nov 2022轉噗 lemondemon: 「我們沒救回來的生命─寫給陳時中
亞東醫院加護病房醫師辛和宗」
https://images.plurk.com/668meA6lRndJ4EenLPVYrJ.jpg… 

https://w...
plurk.com
「我們沒救回來的生命─寫給陳時中亞東醫院加護病房醫師辛和宗」只是堵藍 - 我們沒救回來的生命─寫給陳時中... on Facebook 謝謝第一線的醫護人員，謝謝指揮中心，
Plurk by lemondemon - 4 response(s)",,,
peace抗中保台,@GraceH73804547,2022-11-02T01:09:59.000Z,"peace抗中保台
@GraceH73804547
·
2 Nov 2022Replying to 
@kaifang365
公投反對，不投陳時中？什麼英系立委？

這種我一律歸為五縱
3
48",3,,48
FelixChang 台灣獨立建國志願軍,@FelixCh29980680,2022-11-02T00:57:46.000Z,"FelixChang 台灣獨立建國志願軍
@FelixCh29980680
·
2 Nov 2022Replying to 
@rugbee1450
我鎖推了，因為前陣子我認為陳時中會敗選，結果被一群小粉綠亂轉公審，這些人連話都不好好聽人說，還有什麼本事幫陳時中？
1",,,1
米凹,@miao0205,2022-11-02T00:46:13.000Z,"米凹
@miao0205
·
2 Nov 2022TL滑到有推主分享的自由講堂，看了真的百感交集，要不是有陳時中領導，有防疫團隊的合作，台灣能控制疫情那麼久嗎，我們的時序已經比國外晚一兩年了，但這些對看不清事情的人而言都只是剛好而已，不知道該說甚麼。人又不是神，他們把所有能做的都做了，做得很好，想得很全面，為什麼就自動忽略呢",,,
悪魔のうさぎpeko 宗教団体しあわせの家所属する,@Nachash1105,2022-11-02T00:10:35.000Z,"悪魔のうさぎpeko 宗教団体しあわせの家所属する
@Nachash1105
·
2 Nov 2022Replying to 
@Nachash1105
 and 
@EpiCs_Assasin
喔對了，焦糖被招安之前，也用過長鼻子小英大頭貼，廉價表忠以後，立刻空降議員初選，沒過？沒關係，安插進陳時中競選團隊
1
6",,1,6
台灣屏東人,@hdiojojo,2022-11-01T23:45:36.000Z,"台灣屏東人
@hdiojojo
·
2 Nov 2022我還記得之前發生過的「校正回歸」事情，那時候看到很多人在那邊笑，我超氣的，那明明就是統計學上正常的操作，現在生活幾乎回歸正常了，當初那些批評陳時中部長的人，是否會有一點感恩的心呢？
1
5
35",1,5,35
台灣屏東人,@hdiojojo,2022-11-01T23:41:11.000Z,"台灣屏東人
@hdiojojo
·
2 Nov 2022謝謝台灣醫護人員跟陳時中部長的努力。
盾牌牙醫史書華
@DrStrangeEthan
·
1 Nov 2022
我們已經守在疫情前一千多天了
到底要怎樣才能讓大家都滿意？
1
4
12",1,4,12
藍白髒東西,@mIUmFO2WIdYp9Co,2022-11-01T23:36:48.000Z,"藍白髒東西
@mIUmFO2WIdYp9Co
·
2 Nov 2022Replying to 
@Lelechen945
票投陳時中，只為台北好
5",,,5
Alan,@Alansydneynsw,2022-11-01T23:33:42.000Z,"Alan
@Alansydneynsw
·
2 Nov 2022寫給陳時中【我們沒救回來的生命】
每一次看你被嗆「踏著一萬個屍體上來」，我們和你一樣的痛，而且更是椎心的切膚之痛。因為，這一萬多條生命是在我們面前留不住的，這種痛不是那些只會噴口水，盡是批評的人所能感受。",,,
王語萱,@Lelechen945,2022-11-01T23:16:02.000Z,"王語萱
@Lelechen945
·
2 Nov 2022票投陳時中，教訓柯文哲
19
47
452",19,47,452
任,@chenhuangren1,2022-11-01T22:24:22.000Z,"任
@chenhuangren1
·
2 Nov 20221.不敢接受批評就不要當官啊！臺灣不是中共！領人民納稅錢就不要怕批評！
2.不看數據看什麼？當初要求人民要像新加坡一樣開放，還保證超前部署，現在呢？不敢面對數據！！！
3.陳時中被罵不是只有數據！還有亂下政策導致毀掉的許多業者！這些人他敢面對嗎？
盾牌牙醫史書華
@DrStrangeEthan
·
1 Nov 2022
我們已經守在疫情前一千多天了
到底要怎樣才能讓大家都滿意？
1
1",1,,1
任,@chenhuangren1,2022-11-01T22:22:58.000Z,"任
@chenhuangren1
·
2 Nov 2022Replying to 
@DrStrangeEthan
1.不敢接受批評就不要當官啊！臺灣不是中共！領人民納稅錢就不要怕批評！
2.不看數據看什麼？當初要求人民要像新加坡一樣開放，還保證超前部署，現在呢？不敢面對數據！！！
3.陳時中被罵不是只有數據！還有亂下政策導致毀掉的許多業者！這些人他敢面對嗎？
1
1",1,,1
Yiyan「亦言」: トランペット,@TrumpetYiyan,2022-11-01T21:35:40.000Z,"Yiyan「亦言」: トランペット
@TrumpetYiyan
·
2 Nov 2022當 #中國政府 把人民“清零”的時候，看看未來 #臺北 市長 #陳時中 
youtube.com
【台北時中12小時 上集】Good morning! 從早晨出門上班到夕陽西下放學 阿中單日行程曝光! 深入北市各角落了解選民最迫切的...
#三立新聞 #三立LIVE新聞➲新台灣加油 https://goo.gl/Hthr3e➲前進新台灣 https://reurl.cc/6egpy➲驚爆新聞線 爆內幕追真相 https://goo.gl/qnrjSt➲從台灣看世界時事不漏接 https://goo.gl/djuiiU➲台灣亮起來 https:/...
1",1,,
風の翅膀,@philden612,2022-11-01T21:11:53.000Z,"風の翅膀
@philden612
·
2 Nov 2022#陳時中，#柯建銘 公然「#說謊」「#造遙」，奇怪耶，怎麼蔡政府不抓「假消息」了呢？
tiktok.com
正義 on TikTok
正義's short video with ♬ 原聲 - 正義",,,
ChenChen,@Chen57962136,2022-11-01T20:21:30.000Z,"ChenChen
@Chen57962136
·
2 Nov 2022一路罵太多【那個號稱便宜卻貴到一劑竟要800多元的高端，只比較AZ抗體且還沒做完三期卻比Novavax貴很多，根本沒天理】!!!
文多到眼花@@

不是mRNA的高端
卻高達800多元
又比疫苗平均765元高
竟敢說便宜？
綠營為護航陳時中，什麼話都敢講？

各位臺北市民
請善用Google、邏輯與常識判斷
不要被綠色看扁",,,
ChenChen,@Chen57962136,2022-11-01T19:50:36.000Z,"ChenChen
@Chen57962136
·
2 Nov 2022[https://twitter.com/Chen57962136/status/1587504142775296001…]
感想：
衛福部的指揮中心官員2022.10.27跑去夜會陳時中之後
就得出【讓王必勝在中央疫情記者會上口述說『比Novavax還差還貴的高端』約800多元是便宜】的心得？
但，高端的採購資料，仍不給看？

高端一劑800多元叫便宜？
Novavax有這麼貴嗎

無能治國防疫的蔡政府就只會愚民
ChenChen
@Chen57962136
·
2 Nov 2022
[https://twitter.com/Chen57962136/status/1587443815480438784…]
感想：
強力要求蔡政府把疫苗採購資料拿給大家看啊
最起碼將[那個沒其他國家會買且至今都拿不到美國認證與WHO認證的的高端資料]公開給大家看啊

誰會給[不走國際疫苗路線且連二期實驗都沒做完的高端]認證？

蔡政府不要只會唸價格卻不給看資料
根本無法取信於人
綠中共詐騙
Show this thread",,,
PUTYPUTY,@AppPuty2,2022-11-01T17:30:04.000Z,"PUTYPUTY
@AppPuty2
·
2 Nov 2022[新聞] 再度為陳時中站台 蔡英文力挺：能讓台灣中時新聞網 崔慈悌、季志翔 2022年11月1日 週二 下午10:26 民進黨台北市長候選人陳時中今晚到文山區景美集應廟舉辦「廟口開講」，在交通上，東 環線的任 https://chinatimes.com/realtimenews/20221101005787-260407?chdtv… #Gossiping #PTT #熱門
1",,,1
lemondemon,@lemondemon,2022-11-01T17:11:40.000Z,"lemondemon
@lemondemon
·
2 Nov 2022「我們沒救回來的生命─寫給陳時中
亞東醫院加護病房醫師辛和宗」
https://images.plurk.com/668meA6lRndJ4EenLPVYrJ.jpg… 

https://facebook.com...
plurk.com
「我們沒救回來的生命─寫給陳時中亞東醫院加護病房醫師辛和宗」只是堵藍 - 我們沒救回來的生命─寫給陳時中... on Facebook 謝謝第一線的醫護人員，謝謝指揮中心，
Plurk by lemondemon - 4 response(s)",,,
stevenlai0315@gmail.,stevenlai0315@gmail.,2022-11-01T16:54:23.000Z,"stevenlai0315@gmail.
@stevenlai0315
·
2 Nov 2022Replying to 
@dabowagaga
 and 
@tainansweet888
整天叫囂說看他們能幫陳時中敗幾票！幹，看藍白上你們的建國大業會前進嗎？腦子很有用，記得用啊！
1
2",1,,2
蘇美美,@3lpb19Td3pIpjBr,2022-11-01T16:41:38.000Z,"蘇美美
@3lpb19Td3pIpjBr
·
2 Nov 2022Replying to 
@northicewolf
把蔣萬安跟黃珊珊各拿10%還給陳時中就正確了",,,
臺灣加油,@ElectionsTaiwan,2022-11-01T16:25:37.000Z,"臺灣加油
@ElectionsTaiwan
·
2 Nov 2022Replying to 
@cyberlancer
就看萬安講陳時中都要扯到高端
1",,,1
武田山宗,@iamericlintw,2022-11-01T15:48:20.000Z,"武田山宗
@iamericlintw
·
1 Nov 2022Replying to 
@37TDNMDbpbO8HI8
風向王開始靠向陳時中，意味著風已經吹起。
1
127",,1,127
大橋底下臨時工,@37TDNMDbpbO8HI8,2022-11-01T15:42:25.000Z,"大橋底下臨時工
@37TDNMDbpbO8HI8
·
1 Nov 2022王世堅認為陳時中選情是倒吃甘蔗。
34
14
302",34,14,302
臺灣百合,@torizanmai_tw,2022-11-01T15:34:19.000Z,"臺灣百合
@torizanmai_tw
·
1 Nov 2022盡忠職守
 
臺北市民福氣啦~~

敬請您神聖的一票

投12號

陳時中

大家共同開創 大臺北 新的局面

多謝  感恩
臺灣百合
@torizanmai_tw
·
1 Nov 2022
https://youtu.be/1MRBlMwa6e8
3",,,3
YenYi Peng,@jendapeng,2022-11-01T15:26:38.000Z,"YenYi Peng
@jendapeng
·
1 Nov 2022Replying to 
@hqvSpv2SoXIj4Zn
很多""台灣人""仇恨陳時中部長, 倒也不是因為做人品德差 ,他們純粹是腦筋不好, 缺少獨立思考能力, 單純是被中國出資的電視新聞和報紙新聞帶風向而已.",,,
waterlily,@waterli83207555,2022-11-01T14:06:52.000Z,"waterlily
@waterli83207555
·
1 Nov 2022高端公司的操作策略，就是緊緊黏住陳時中與蔡英文，以政府胡亂通過的ＥＵＡ，狠狠賺一筆疫苗採購款與股價增值。跡象顯示，高端最後恐將以「完成三期實驗有困難」為由，耍賴過去。反正病毒變種了，選舉結束了，鈔票賺飽了，人民淡忘了。
udn.com
聯合報社論／「高端」背後，竟然是孔子的難題 | 聯合新聞網
史書記載，魯哀公六年，孔子受困於陳、蔡之間，絕糧七日。
2
26",2,,26
chenyang,@chenyan05721134,2022-11-01T14:04:51.000Z,"chenyang
@chenyan05721134
·
1 Nov 2022Replying to 
@antikpltd2
這個49族後代有臉仇恨陳時中？有夠不要臉。
4",,,4
winniesa,@winniesatw,2022-11-01T13:43:34.000Z,"winniesa
@winniesatw
·
1 Nov 2022Replying to 
@kaifang365
我回台灣也不投陳時中。我投鄭運鵬！！
19",,,19
Cracyc_,@duludulududada,2022-11-01T13:36:52.000Z,"Cracyc_
@duludulududada
·
1 Nov 2022Replying to 
@Taiuan_Lang
連什麼曹興誠為陳時中站台這種鬼話都能亂噴 這也能信喔? 死忠仔繼續搭上失智列車囉",,,
poclee77,@poclee771,2022-11-01T13:32:54.000Z,"poclee77
@poclee771
·
1 Nov 2022Replying to 
@kaifang365
我也不投陳時中

附註：我高雄人
28",,,28
高詩特,@hqvSpv2SoXIj4Zn,2022-11-01T13:31:02.000Z,"高詩特
@hqvSpv2SoXIj4Zn
·
1 Nov 2022陳時中疫情期間為台灣做了很多事，你可以滿意，也可以不滿意．但千萬別恨他．
如果你會恨他，你連當朋友的資格都沒有．因為當你的朋友為你做再多，也是枉然．除了怨恨，一無所有．
這種人宅在家裡，顧影自憐，將是最好的出路．別出來交朋友喔．
1
33
262",1,33,262
